ID : 407725158204309506	Topic : always	Text : Reading #zizek before bed is always a recipe for a nice, restful night #sarcasm #hescaresmeatad
ID : 554419378826280962	Topic : always	Text : The Lions will always be the classiest team in the league #sarcasm
ID : 419350873727578112	Topic : always	Text : @Ronnie2K. @BignastyWith wth is this? I have never seen this before. It always works I dont get it #sarcasm http://t.co/fjIMDgtJ4o
ID : 379826856754561024	Topic : always	Text : Chilling by damn self at home on my birthday, this birthday I had always imagined and wanted #sarcasm
ID : 420733056748486656	Topic : always	Text : My family is so supportive and always know what to say to make me feel better #sarcasm #yousuck
ID : 396425068471140352	Topic : always	Text : But it's always nice buying stuff for a Halloween costume that I don't get to wear. #sarcasm
ID : 411035036683493376	Topic : always	Text : @charweeezy a lot, being that i am the typical teenager who always has the need to bitch #sarcasm
ID : 410267205624811520	Topic : always	Text : I've always wanted to take a final in Gill #sarcasm
ID : 382199861355233280	Topic : always	"Text : ""You always knew how to pick em"" #Sarcasm - @XxMcaP2xX"
ID : 396664271309795329	Topic : always	Text : I absolutely love writing these 16 pages weekly lab reports. They're always the highlight of my weekend. #sarcasm
ID : 501915835267833857	Topic : always	Text : Escalation of arms always results in peace. #sarcasm #twowaystreet
ID : 552858412665831427	Topic : always	Text : Don't worry #Muslims in Europe this will have a severe impact on all of u. Cause its always easy 2 blame it on #Islam - #sarcasm
ID : 386707042888462338	Topic : always	Text : @EmilyHausmann I always give compliments to people though #sarcasm
ID : 504392336408055811	Topic : always	Text : @JamesWronaVlogs you always were his favourite talent! Well, except for josh... He looooved josh! ;) #sarcasm
ID : 402510404963692544	Topic : always	Text : It's always so much fun when you lock yourself out of the house and have to crawl through the #cat window. #sarcasm
ID : 551458101543837696	Topic : always	"Text : @LetMeStart Can I give you the advice that I always hate hearing? ""Just ignore it."" #SharingTheIgnorantWealth #Sarcasm #FeelYourPain"
ID : 548474130455339008	Topic : always	Text : When I get home today I've gotta charge batteries. The highlight, always, of my life. #sarcasm
ID : 415725583612407808	Topic : always	Text : Id like to thank my knees for supporting me. U were always there for me whenever I fell down and you would always help me back up. #Sarcasm
ID : 544512027189067776	Topic : always	Text : Some statements that will always sound sarcastic:good for you,thanks a lot,yeah right,nice to know,wow way to go, totally, ok buddy #Sarcasm
ID : 385460279670501376	Topic : always	Text : so you told you'll always be there for me but we don't talk.. yea right! we're close as ever #Sarcastic
ID : 412217772999864320	Topic : always	Text : Yes Welbeck! Always believed in him! #Sarcasm #StillShit
ID : 408372755587821569	Topic : always	Text : How lucky am I to live next to the biggest stoner in Georgetown, like, who wouldn't want their apartment always smelling like weed? #sarcasm
ID : 502129100501565442	Topic : always	Text : @FFRF Always likely to experience this type of problem in countries with a high degree of religious fundamentalism. #sarcasm #atheism
ID : 397377314163798016	Topic : always	Text : @emptywheel and cops always do such a good job on who they suspect. #stopAndFrisk #sarcasm
ID : 545355517351038977	Topic : always	Text : Why are celebs always out buying coffee? Don't they have a coffee pot? Thought they were like us #randomthought #celebs #coffee #sarcasm
ID : 409471579429830656	Topic : always	"Text : Nothing to do on a Saturday is always nice
#NoFriends #Sarcasm"
ID : 504379480563916801	Topic : always	Text : @ESGfitness @HughesDC_MCMP unless it is broscientific. Those dudes are always right. Just look at them. #sarcasm
ID : 417778165717946368	Topic : always	Text : @Bfrench1993 I'm with @kadie_lowe your always making the females feel good about themselves #sarcasm
ID : 420056532634456064	Topic : always	Text : @Rylee4073 @WillHaydon @anornhold3 Thanks for always having something to say will. #sarcasm
ID : 545844056241491968	Topic : always	Text : Always nice to feel valued. Especially when you're the one that's put in all the work. #sarcasm
ID : 503744960861306880	Topic : always	Text : Thank god for parents who will always love and support me #sarcasm
ID : 501965893459382272	Topic : always	"Text : When you have zero good to contribute, you can always ""comment"" on those that are doing good. Yah progress.#sarcasm"
ID : 406887612797173760	Topic : always	Text : Well I am glad to see that the Twitch Chat is working perfectly, just like always. #sarcasm #fuckingchristtwitch
ID : 384842636290699264	Topic : always	Text : @MichelleeLynn that's ma girl, always staying positive. #sarcasm
ID : 397844075904499712	Topic : always	Text : Mirka looks so stressed. Sev looks excited as always #sarcasm
ID : 502470588351250433	Topic : always	Text : I've always felt like The Jungle Book needed an origins story. #sarcasm #jungleBook
ID : 426034251818352640	Topic : always	Text : Always nice to come home to your mum shouting at you #sarcastic #knob
ID : 396593899822522369	Topic : always	Text : @rickygervais it's always a great way to start my day w/a cup of coffee and your tweets #Sarcasm&amp;HumorIsMagic #KindnessIsMagic Cheers!
ID : 421088344693809152	Topic : always	Text : found my prom dress... always wanted to be a butterfly #sarcasm http://t.co/r7tIFKqa85
ID : 380076919347511296	Topic : always	Text : @mudy_anwar i'd always choose Aylesbury,its proper cool here so much to do so many people to see such lovely surroundings! #sarcasm
ID : 387678021857312768	Topic : always	Text : Love that #GH is on at 2pm so it can always get preempted. #sarcasm
ID : 410808566669246464	Topic : always	Text : Always thinks of tweeting something lighter n funnier, bt ends up tweeting on serious stuff! #TwitterNotUsedRight #Sarcasm #Jokes #Fun
ID : 395211204248870912	Topic : always	Text : @ObamaBash She always seems to slip through the cracks Like #WhiteWater Oh yeah #Whatdifferencedoesitmakenow ? #sarcasm
ID : 386400180557189120	Topic : always	Text : @RogerMasha Haha n u know, I still kinda feel as if all d 4 Slams are so perfectly timed, always during our exams, no better timing #Sarcasm
ID : 403199702306287616	Topic : always	Text : Sleeping through my alarms always let's me have the greatest of mornings #sarcasm
ID : 399036179766845440	Topic : always	Text : @YoshikoBernita thank you for spam it's the one I've always wanted #sarcasm
ID : 394316373582565376	Topic : always	Text : Cause when I try to get up after diving for a ball I always lift my feet up first...... #sarcasm
ID : 422903704954892288	Topic : always	Text : RT @justinfrape: I feel like this #tbcc is approaching lame duck status... or all they always this ponderous? #sarcasm #tbay
ID : 503163419479273472	Topic : always	Text : Always fun spending your Saturday sick in bed,surrounded by tissues,meds&amp;body aches while the suns shining beautifully outside #fomo#sarcasm
ID : 391592425547771904	Topic : always	Text : Will Manchester United score in 99th minute as always to keep up with everyone else? #Sarcasm #EPL
ID : 504413927317331968	Topic : always	Text : It's always a good feeling when @PNCBank_Help calls to verify that I was at home depot in British Columbia a few moments ago... #sarcasm
ID : 414540234345312257	Topic : always	Text : Hey @JBHiFi ...Thanks for putting your pricetags UNDER the clear plastic cover...Its always a good look when giving someone a gift! #sarcasm
ID : 408050684253446144	Topic : always	Text : Good old XBOX always thinking about people before profits!!! #sarcasm [image] http://t.co/iOMf3xt001
ID : 410849436181360640	Topic : always	Text : @blessyouboys no way these beat writers usually always get it right the 1st time #Sarcasm
ID : 421113505874313216	Topic : always	Text : It's always a fun time visit my grandpa. #sarcasm
ID : 402231038258446337	Topic : always	Text : Fail once calm ongoing RT @bjheld: The always reliable @charter cable coming thru in the clutch. #storm #packers #sarcasm
ID : 391245954533167104	Topic : always	Text : It's always fun when someone rapidly knocks on my door making my dog bark  and waking me up. Sweet! #sarcasm
ID : 389961579300929536	Topic : always	Text : Funny thing is I always hear shit about her. ..lol,...  #ButItAllBeALie #sarcasm
ID : 404704913269088256	Topic : always	Text : RT @saaamsu: The weekend's always better working for @NDsportsscribe @MSUBeavers #sarcasm?
ID : 380818229297688576	Topic : always	Text : People seem surprised of how bad sunderland is,  it always has been and always will be clean!!  #sarcasm
ID : 422633445085687808	Topic : always	Text : always look my best for college. #sarcastic
ID : 407157026020552704	Topic : always	Text : I really appreciate auto DM's, they always persuade me to click on your website. #sarcasm
ID : 387269915067293697	Topic : always	Text : Always nice to know #sarcasm #minor #allowit
ID : 382441027959009280	Topic : always	Text : @wwwfoecouk Its always nice to see retractions printed in the same brazen fashion as the original incorrect article #Sarcasm #Sun #Fracking
ID : 544760445467648000	Topic : always	Text : Thierry Henry will always be one of the all time premier league greats, sensational player. He was no Van Nistelrooy though... #sarcasm
ID : 380894254408957952	Topic : always	Text : Dad always say I can do whatever I want because I am a Murphy...but what happens when I get married and I'm not a Murphy anymore #sarcastic
ID : 382160907784056833	Topic : always	Text : @ericsanture you always have such a positive outlook on life #notreally #sarcasm #debbiedowner
ID : 405406449440157696	Topic : always	Text : @ruhee_ young white men are always being objectified. It's like we're just pieces of meat! #Sarcasm
ID : 399039790940954624	Topic : always	Text : The sarcastic laugh, I always use it #hahaha #lol #sarcastic http://t.co/TLU9hraD8D
ID : 407915827389034496	Topic : always	Text : Always get sick af at the perfect time #sarcasm
ID : 415602119493050368	Topic : always	Text : My family always has the best Christmas spirit. #sarcasm  #alwaysfighting
ID : 412373564252123136	Topic : always	Text : RT @Skittzy_Rae: I just love how the public transportation I rely on is always on time.  #sarcasm
ID : 406550185217912833	Topic : always	Text : @Drewaldikacti @Grahamfmorris @DainaLecuona you could always call on Chris Fishe, the king of all that is cool, tough, and southern #sarcasm
ID : 503193550662930432	Topic : always	Text : @mikepavano @YankeesPR @Yankees @YESNetwork no silly, its a weekend day game with lots of kids &amp; families,girardi always sits jeter #sarcasm
ID : 406242632625446912	Topic : always	"Text : ""ill love you forever if someone buys/does this for me"" wow thats awesome!!! thats what ive always wanted!!! #sarcasm"
ID : 394801821912285185	Topic : always	Text : I always kiss a pumpkin! #sarcasm http://t.co/W54OP7BPS0
ID : 401406742325522432	Topic : always	Text : No one ever knows what @modestmousie is thinking, she always keeps her opinion to her herself #sarcasm
ID : 546208874186174464	Topic : always	Text : I'm always staying up. Sometimes I feel like a vampire.. #sarcastic
ID : 386884779817189377	Topic : always	Text : Doing chores with a sore throat is always fun!!.. #sarcasm
ID : 381619386408513536	Topic : always	Text : crying myself to sleep is always fun #sarcasm
ID : 397396268181237760	Topic : always	"Text : RT @amy_aims11: A big shout out to the couple who always sits in front of me in my psy class, thanks for reminding me I'm single!
#sarcasm"
