ID : 391362193242857472	Topic : cool	Text : it's cool that I've been home alone since 3:30 and noboby is answering their phone... Ya, I def don't mind... #sarcasm
ID : 412318663535263745	Topic : cool	Text : @JasonLangford95 I just thought it was so cool I had to copy it...#sarcasm
ID : 550872090161975297	Topic : cool	Text : wow you're so cool cause you post up pictures and videos of you drinking/smoking #sarcasm
ID : 390322245110726656	Topic : cool	Text : When winter hits I turn so white I'm nearly glowing but on the plus side is I can blend in with snow and that's kinda cool #Sarcasm #Itsnot
ID : 383438808458756096	Topic : cool	Text : Its cool @dmarsee_17 don't text me back... #sarcasm
ID : 391029352923553792	Topic : cool	Text : It's really cool when people steal my tweet ideas #sarcasm
ID : 393868741454626816	Topic : cool	Text : If you have bbm on your iphone you are really cool and 100% don't need to sort your life out #sarcasm
ID : 392816407639244800	Topic : cool	Text : Looking at pics ppl post on facebook... I know some cool people #sarcasm
ID : 393837663066652672	Topic : cool	Text : I think people that cross the street and don't use the ceoss walk during busy traffic are sooooo cool! #sarcasm
ID : 408715439557312514	Topic : cool	Text : Closing the next three nights, that's cool #sarcasm
ID : 396040831771373568	Topic : cool	Text : Canada goose and shades on at night. Yeah you're cool. #sarcasm
ID : 396851287201177600	Topic : cool	Text : I was dancing and having fun the first hour, and then my mom just sent that message so..cool, you're the best #sarcasm
ID : 422592270118834176	Topic : cool	Text : Getting the cops called on you is always fun &amp; then having the guy who called them apologize to you is really cool too. #funnight #sarcasm
ID : 411843326846181376	Topic : cool	Text : @dan6446 cool #sarcastic
ID : 407210992481746944	Topic : cool	Text : Do you think youre cool because you turned off the wifi? Wow. Really got me there, idk what ill do now #sarcasm
ID : 550688006986661889	Topic : cool	Text : It's cool how we respect each other's opinion, even if they differ from our own. #sarcasm #NYPD #PoliceLivesMatter http://t.co/mhbzGOfj9j
ID : 503050446467239938	Topic : cool	Text : Cool cool cool cool your Instagram pics so dope I can't even fuck with them. #sarcasm
ID : 406193986735722498	Topic : cool	Text : No dad its cool Im really glad you got rid of my piano to make room for a FREAKING TABLE! #sarcasm #NO! #WHATISTHIS?! http://t.co/wdcxp32Rg3
ID : 409871524514902016	Topic : cool	"Text : Please tell me more about how cool you feel posting pictures with ILLEGAL substances
#sarcasm 
#notcool"
ID : 416054948670218240	Topic : cool	Text : That's real cool. #Sarcasm
ID : 413477397816942593	Topic : cool	Text : @Natazalo @BaileyCoursey Well aren't you just too cool for school? #Sarcasm
ID : 413531841392418817	Topic : cool	Text : Obviously I'm not your go-to-gal anymore, please keep lying to me. You're cool. #SARCASM
ID : 414309761266352128	Topic : cool	Text : To the guys doing donuts w/ their trucks in the empty bank parking lot: Yeah you're real cool there.#sarcasm #peoplethesedays #hopetheycrash
ID : 399576857210662912	Topic : cool	Text : Fine, don't answer me, that's cool. #sarcasm
ID : 383368849225416704	Topic : cool	Text : @Cate_Toale Yellow shoes is way to cool to care right? ;)  #Sarcasm
ID : 380623806349312000	Topic : cool	Text : @Patricia8820 today I decided to follow u cause ur 1 cool person &amp; because I just realized I wasn't sorry I didn't sooner #Sarcasm
ID : 379322032694886401	Topic : cool	Text : Cool. Love that I can't wait to see you and you come up with every excuse not to see me #sarcasm
ID : 409856246464786432	Topic : cool	Text : Yes, Internet Explorer, I am totally ok with you freezing every 30 seconds. That's totally cool. #not #sarcasm #arguingwithmachines
ID : 551157065641893890	Topic : cool	Text : @IAdoreKatieC Oh, really? Cropping SA family photos is doing the right thing. It is totally cool. #sarcasm
ID : 406956268335550464	Topic : cool	Text : Ok, cool you CAN drag someone down by the facemask, that used to be a penalty... #goodrefs #sarcasm
ID : 397406403536506881	Topic : cool	Text : I missed the solar eclipse! *sigh* Oh, I'll just wait another 13 years to see another one, it's cool...#sarcasm
ID : 389436196650119169	Topic : cool	Text : Yeah being ignored at my own house last night, that was cool. #Sarcasm
ID : 396063525245706240	Topic : cool	Text : Sitting in class on Halloween. This is cool #sarcastic
ID : 402541126772461568	Topic : cool	"Text : Cool... #sarcasm 
#foreveralone"
ID : 394252052073033728	Topic : cool	Text : Cool beans someone retweeted one of my retweets thanks for letting me know twitter #sarcasm
ID : 411570268252155904	Topic : cool	Text : For as cool as I am, I should have more friends #sarcastic #AGymThing
ID : 394261826579738625	Topic : cool	Text : I didn't know they made alcoholic cool aid...... Some people... #sarcasm
ID : 380688876874235906	Topic : cool	Text : Ntb that's cool too! #Sarcasm
ID : 395615462337556480	Topic : cool	Text : This is cool and not at all #awkward: Guy is coming to fix the heat today on the first warm day in weeks and it's not cold in here. #sarcasm
ID : 386696284041519104	Topic : cool	Text : @DeidraMH since before it was cool. Lol. #truehipster #sarcasm #hashtagsarelame #missyourface
ID : 388859830556835840	Topic : cool	Text : Or don't text me. That's cool too.. #not #sarcasm
ID : 402683279804870656	Topic : cool	Text : Cool great night #sarcasm
ID : 382251868824428545	Topic : cool	Text : @kfontainexo cool ill come with u #sarcasm #bitch
ID : 389910162292867072	Topic : cool	"Text : wow, I wish I was cool enough to walk around Middletown high all day 
#sarcasm #youregoingnowhere"
ID : 392470268045582336	Topic : cool	Text : Deleting tweets are cool, lol. #sarcasm
ID : 381587829148889088	Topic : cool	Text : It's really cool that to lied to me. I appreciate it. #sarcasm
ID : 409605564294242304	Topic : cool	Text : @jathomas1  Someone is real cool.   #Sarcasm
ID : 406893448927539200	Topic : cool	"Text : No school will ever be as cool as ""two mascots are better than one cool"" like Auburn is #WarDamnEagle #Tigers #sarcasm"
ID : 407646573019934720	Topic : cool	Text : Let's replace every letter A with &amp; so we &amp;ll c&amp;n look re&amp;lly cool! :D #sarcasm
ID : 380381815951077376	Topic : cool	Text : Cool story that bro #sarcasm
ID : 393389316337958912	Topic : cool	Text : That kid blasting his rap music, sitting in the hood of his car, smoking a cigarette. Ya, he's cool. #sarcastic
ID : 547237795702374400	Topic : cool	Text : It's cool AJ Green. I don't need any points from you right now. #Sarcasm
ID : 551589401646891009	Topic : cool	"Text : cool mail dood... #sarcasm 
#Portland #PDX @ The Blue Tile Lounge http://t.co/Rrar5DJ35z"
ID : 405786112569778177	Topic : cool	Text : K, cool. Good convo #sarcasm
ID : 383614954311409664	Topic : cool	Text : Cool its 8:30 am and finally i feel tired wooo great day i can tell #sarcasm -_-
ID : 379446309947596800	Topic : cool	Text : Its actually fucking awesome that Jeremy's and my phone don't receive each others texts... face book message is cool to.. #sarcasm
ID : 390342164258885632	Topic : cool	Text : You know your cool when you think the doors open and you walk into it because your in the middle of a tweet. #sarcasm
ID : 418544988805689344	Topic : cool	Text : Let's all tweet about how high or drunk we are because it makes us look so cool and popular! #sarcasm #annoying
ID : 423156711264759808	Topic : cool	Text : It's cool, I don't really wanna talk to you Anyways.. #sarcasm
ID : 396717436826701825	Topic : cool	Text : oh you drink?.. better put all your bottles into a photo so everyone knows how cool you are!!! #sarcasm
ID : 546445535591546881	Topic : cool	Text : Wow u do drugs that makes u so cool. Can I pls be u. Wow. U r cool #sarcasm
